Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
level of health | level of health | [C0018759] | [C0018759]| [ qualitative concept ]  |  [ qualitative concept ]  | 490661 | 490661
questionnaire | questionnaire | [C0034394] | [C0034394]| [ intellectual product ]  |  [ intellectual product ]  | 100299 | 100299
coll | coll | [C3272373] | [C3272373]| [ intellectual product ]  |  [ intellectual product ]  | 1019 | 1019
estimated glomerular filtration rate | estimated glomerular filtration rate | [C3811844] | [C3811844]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 216337 | 216337
calorie intake | calorie intake | [C0006777] | [C0006777]| [ quantitative concept ]  |  [ quantitative concept ]  | 159176 | 159176
myocardial ischaemia | myocardial ischaemia | [C0010054, C0151744] | [C0010054, C0151744]| [ disease or syndrome ]  ;  [ disease or syndrome ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  | 205154 | 205154
shaped | shaped | [C0332479] | [C0332479]| [ spatial concept ]  |  [ spatial concept ]  | 393327 | 393327
changes | changes | [C0443172] | [C0443172]| [ quantitative concept ]  |  [ quantitative concept ]  | 20600 | 20600
wa | wa | [C0043038] | [C0043038]| [ geographic area ]  |  [ geographic area ]  | 758 | 758
learning | learning styles | [C0013621, C0023185] | [C0870793]| [ educational activity ]  ;  [ mental process ]  |  [ finding ]  | 139177 | 139177
wc | wc | [C0013123] | [C0013123]| [ organism function ]  |  [ organism function ]  | 30887 | 30887
life | life experiences | [C1522684] | [C0023672]| [ diagnostic procedure ]  |  [ phenomenon or process ]  | 276169 | 276169
red blood cell | red blood cell | [C0014792] | [C0014792]| [ cell ]  |  [ cell ]  | 330668 | 330668
wh | wh | [C2349143] | [C2349143]| [ quantitative concept ]  |  [ quantitative concept ]  | 225 | 225
gc1 | gc1 | [C1426556] | [C1426556]| [ gene or genome ]  |  [ gene or genome ]  | 360637 | 360637
wk | wk | [C0439230] | [C0439230]| [ temporal concept ]  |  [ temporal concept ]  | 125819 | 125819
hospital admissions | hospital admissions | [C0184666] | [C0184666]| [ health care activity ]  |  [ health care activity ]  | 491279 | 491279
gc2 | gc2 | [C1420159] | [C1420159]| [ gene or genome ]  |  [ gene or genome ]  | 361156 | 361156
examination | national health and nutrition examination survey | [C0582103] | [C0376344]| [ health care activity ]  |  [ research activity ]  | 339281 | 339251
oxycodone | oxycodone | [C0524222] | [C0524222]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 176956 | 176956
gc4 | gc4 | [C1705133] | [C1705133]| [ gene or genome ]  |  [ gene or genome ]  | 357652 | 357652
bile acid binding | bile acid binding | [C1818904] | [C1818904]| [ molecular function ]  |  [ molecular function ]  | 413313 | 413313
is a | is a | [C1292718] | [C1292718]| [ functional concept ]  |  [ functional concept ]  | 61 | 61
ws | ws | [C1414382] | [C1414382]| [ gene or genome ]  |  [ gene or genome ]  | 8582 | 8582
wt | wt | [C1883559] | [C1883559]| [ gene or genome ]  |  [ gene or genome ]  | 31041 | 31041
credentialed | credentialed | [C2362313] | [C2362313]| [ intellectual product ]  |  [ intellectual product ]  | 295247 | 295247
overweight | overweight | [C0497406] | [C0497406]| [ finding ]  |  [ finding ]  | 3535 | 3535
hba1c | hba1c test | [C0202054] | [C0850989]| [ laboratory procedure ]  |  [ diagnostic procedure ]  | 5911 | 5911
diet therapy | diet therapy | [C0012159, C0012160] | [C0012159, C0012160]| [ health care activity ]  ;  [ functional concept ]  |  [ health care activity ]  ;  [ functional concept ]  | 307758 | 307758
wy | wy | [C0043287] | [C0043287]| [ geographic area ]  |  [ geographic area ]  | 32907 | 32907
cases | cases | [C0868928] | [C0868928]| [ functional concept ]  |  [ functional concept ]  | 7532 | 7532
glucosidase | glucosidase inhibitor | [C0017764] | [C1512211]| [ amino acid, peptide, or protein / enzyme ]  |  [ pharmacologic substance ]  | 18302 | 18302
previous | previous myocardial infarction | [C1552607] | [C0155668]| [ temporal concept ]  |  [ disease or syndrome ]  | 159829 | 159829
wide | wide | [C0332464] | [C0332464]| [ spatial concept ]  |  [ spatial concept ]  | 6193 | 6193
org | org | [C1522486] | [C1522486]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 199 | 199
admitted to | admitted to | [C4482331] | [C4482331]| [ health care activity ]  |  [ health care activity ]  | 502589 | 502589
reading | reading | [C1705179] | [C1705179]| [ conceptual entity ]  |  [ conceptual entity ]  | 145297 | 145297
composite endpoint | composite endpoint | [C5418619] | [C5418619]| [ qualitative concept ]  |  [ qualitative concept ]  | 199392 | 199392
superior | superior | [C1282910] | [C1282910]| [ spatial concept ]  |  [ spatial concept ]  | 16492 | 16492
premature | risk of premature death | [C0205252] | [C3862450]| [ qualitative concept ]  |  [ disease or syndrome ]  | 389416 | 389408
impairment | impairment | [C0684336] | [C0684336]| [ finding ]  |  [ finding ]  | 147199 | 147199
bladder | bladder cancer | [C1281573] | [C0699885]| [ body part, organ, or organ component ]  |  [ neoplastic process ]  | 367245 | 367245
older adults | older adults | [C0001792] | [C0001792]| [ population group ]  |  [ population group ]  | 62245 | 62245
compensation | compensation | [C0220808] | [C0220808]| [ quantitative concept ]  |  [ quantitative concept ]  | 24604 | 24604
surrounds | surrounds | [C1282914] | [C1282914]| [ spatial concept ]  |  [ spatial concept ]  | 406823 | 406823
number of patients | number of patients | [C2360800] | [C2360800]| [ finding ]  |  [ finding ]  | 195282 | 195282
software | software version | [C0037585] | [C3827995]| [ manufactured object / intellectual product ]  |  [ intellectual product ]  | 107162 | 107162
ya | ya | [C4761322] | [C4761322]| [ population group ]  |  [ population group ]  | 1334 | 1334
loss of vision | loss of vision | [C0456909] | [C0456909]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 166289 | 166289
as required | as required | [C0558288] | [C0558288]| [ temporal concept ]  |  [ temporal concept ]  | 143506 | 143506
medical therapy | medical therapy | [C2069680] | [C2069680]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 33519 | 33519
type | type 2 diabetes mellitus | [C1420009] | [C0011860]| [ gene or genome ]  |  [ disease or syndrome ]  | 3474 | 3474
ketones | ketones | [C1881306] | [C1881306]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 184590 | 184590
ye | ye | [C0043402] | [C0043402]| [ geographic area ]  |  [ geographic area ]  | 536 | 536
april | april | [C1332090, C1420815] | [C1332090, C1420815]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 22693 | 22693
beyond | beyond | [C4726539] | [C4726539]| [ qualitative concept ]  |  [ qualitative concept ]  | 218083 | 218083
psychological factors | psychological factors | [C0033898] | [C0033898]| [ mental process ]  |  [ mental process ]  | 287795 | 287795
therapeutic | therapeutic effect | [C0723712] | [C1527144]| [ organic chemical / pharmacologic substance ]  |  [ clinical attribute ]  | 399672 | 399672
closing | closing | [C0587267] | [C0587267]| [ functional concept ]  |  [ functional concept ]  | 73678 | 73678
problem | problem | [C0033213] | [C0033213]| [ finding ]  |  [ finding ]  | 135820 | 135820
ym | ym | [C2349168] | [C2349168]| [ quantitative concept ]  |  [ quantitative concept ]  | 6410 | 6410
scans | scans | [C0441633] | [C0441633]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 174354 | 174354
hazard | hazard ratio | [C0598697] | [C2985465]| [ qualitative concept ]  |  [ quantitative concept ]  | 23164 | 23164
terms | terms | [CUI] | [CUI]| [ null ]  |  [ null ]  | 109 | 109
ontario | ontario | [C0029040] | [C0029040]| [ geographic area ]  |  [ geographic area ]  | 285287 | 285287
optimization | optimization | [C2698650] | [C2698650]| [ activity ]  |  [ activity ]  | 179674 | 179674
yr | yr | [C0439234] | [C0439234]| [ temporal concept ]  |  [ temporal concept ]  | 368 | 368
connection | connection | [C0449379] | [C0449379]| [ spatial concept ]  |  [ spatial concept ]  | 510190 | 510190
nephrologist | nephrologist | [C0260039] | [C0260039]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 169591 | 169591
appropriate footwear | appropriate footwear | [C1820935] | [C1820935]| [ finding ]  |  [ finding ]  | 462445 | 462445
g/dl | g/dl | [C0439267] | [C0439267]| [ quantitative concept ]  |  [ quantitative concept ]  | 6459 | 6459
surrounding | surrounding | [C1282914] | [C1282914]| [ spatial concept ]  |  [ spatial concept ]  | 452811 | 452811
phase | phase | [C1710475] | [C1710475]| [ classification ]  |  [ classification ]  | 158154 | 158154
researcher | researcher | [C0035173] | [C0035173]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 8439 | 8439
method | method | [C0871511] | [C0871511]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 5951 | 5951
teams | teams | [C0871489] | [C0871489]| [ group ]  |  [ group ]  | 138645 | 138645
inconclusive | inconclusive | [C1629507] | [C1629507]| [ qualitative concept ]  |  [ qualitative concept ]  | 247021 | 247021
ldl cholesterol | ldl cholesterol | [C0428474] | [C0428474]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 162664 | 162664
makers | makers | [C0554244] | [C0554244]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 469354 | 469354
contract | contract | [C1548281, C1705564] | [C1548281, C1705564]| [ intellectual product ]  ;  [ conceptual entity ]  |  [ intellectual product ]  ;  [ conceptual entity ]  | 48433 | 48433
conclude | conclude | [C0917903] | [C0917903]| [ organic chemical / biomedical or dental material ]  |  [ organic chemical / biomedical or dental material ]  | 96391 | 96391
vascular | peripheral vascular disease | [C1558950, C1801960] | [C0085096]| [ finding ]  ;  [ qualitative concept ]  |  [ disease or syndrome ]  | 462388 | 462377
susceptible | susceptible | [C0220898, C0231204] | [C0220898, C0231204]| [ organism attribute ]  ;  [ functional concept ]  |  [ organism attribute ]  ;  [ functional concept ]  | 69417 | 69417
exist | exist | [C2987476] | [C2987476]| [ qualitative concept ]  |  [ qualitative concept ]  | 73459 | 73459
regression method | regression method | [C0034980] | [C0034980]| [ intellectual product ]  |  [ intellectual product ]  | 107934 | 107934
non- | non- | [C1518422] | [C1518422]| [ functional concept ]  |  [ functional concept ]  | 152 | 152
combinations | combinations | [C0453882] | [C0453882]| [ manufactured object ]  |  [ manufactured object ]  | 365216 | 365216
vascular assessment | vascular assessment | [C0846601] | [C0846601]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 173571 | 173571
cost effectiveness | cost effectiveness | [C0010181] | [C0010181]| [ quantitative concept ]  |  [ quantitative concept ]  | 354080 | 354080
access to health services | access to health services | [C0018748] | [C0018748]| [ finding ]  |  [ finding ]  | 450429 | 450429
force | force | [C0441722, C0563538] | [C0441722, C0563538]| [ phenomenon or process ]  ;  [ phenomenon or process ]  |  [ phenomenon or process ]  ;  [ phenomenon or process ]  | 17565 | 17565
class i obesity | class i obesity | [C4476813] | [C4476813]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 15672 | 15672
age discrimination | age discrimination | [C0242449] | [C0242449]| [ social behavior ]  |  [ social behavior ]  | 481047 | 481047
sexual | sexual | [C0036864] | [C0036864]| [ behavior ]  |  [ behavior ]  | 177464 | 177464
autonomic | autonomic function | [C0004388] | [C0518003]| [ body system ]  |  [ finding ]  | 178168 | 178168
educ | educ | [C0013621, C0013622] | [C0013621, C0013622]| [ educational activity ]  ;  [ classification ]  |  [ educational activity ]  ;  [ classification ]  | 4765 | 4765
effect sizes | effect sizes | [C0814843] | [C0814843]| [ quantitative concept ]  |  [ quantitative concept ]  | 291858 | 291858
hormones | hormones | [C0019932] | [C0019932]| [ hormone ]  |  [ hormone ]  | 365913 | 365913
gee | gee | [C0267642] | [C0267642]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 106827 | 106827
north | north carolina | [C1709269] | [C0028407]| [ spatial concept ]  |  [ geographic area ]  | 198152 | 198152
atrial | atrial | [C0018792] | [C0018792]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 161572 | 161572
distribution | distribution | [C1378698] | [C1378698]| [ physiologic function ]  |  [ physiologic function ]  | 272 | 272
out | out | [C1425640] | [C1425640]| [ gene or genome ]  |  [ gene or genome ]  | 3849 | 3849
capacity | capacity | [C1516240] | [C1516240]| [ quantitative concept ]  |  [ quantitative concept ]  | 244262 | 244262
diabetic nurse | diabetic nurse | [C0557524] | [C0557524]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 463333 | 463333
consuming | consuming | [C1947907] | [C1947907]| [ physiologic function ]  |  [ physiologic function ]  | 130735 | 130735
gen | gen | [C2239486] | [C2239486]| [ gene or genome ]  |  [ gene or genome ]  | 3109 | 3109
comparative analysis | comparative analysis | [C0683941] | [C0683941]| [ research activity ]  |  [ research activity ]  | 89566 | 89566
course | course | [C0750729] | [C0750729]| [ temporal concept ]  |  [ temporal concept ]  | 193228 | 193228
total number | total number | [C4288115] | [C4288115]| [ quantitative concept ]  |  [ quantitative concept ]  | 250753 | 250753
copy | copy | [C1883725, C1948062] | [C1883725, C1948062]| [ activity ]  ;  [ manufactured object ]  |  [ activity ]  ;  [ manufactured object ]  | 365 | 365
semi | semi | [C0262568] | [C0262568]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 96017 | 96017
power | power | [C0032863] | [C0032863]| [ social behavior ]  |  [ social behavior ]  | 107391 | 107391
precise | precise | [C2939802] | [C2939802]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 329078 | 329078
cations | cations | [C0007447] | [C0007447]| [ chemical viewed structurally ]  |  [ chemical viewed structurally ]  | 6108 | 6108
onset of | onset of | [C0332162] | [C0332162]| [ qualitative concept ]  |  [ qualitative concept ]  | 256270 | 256270
cook | cook | [C1306756] | [C1306756]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 128408 | 128408
continued | continued | [C0549178] | [C0549178]| [ idea or concept ]  |  [ idea or concept ]  | 145854 | 145854
diagnostic test | diagnostic test | [C0430022] | [C0430022]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 178032 | 178032
help | help | [C1269765] | [C1269765]| [ qualitative concept ]  |  [ qualitative concept ]  | 96800 | 96800
gfr | gfr | [C1424601] | [C1424601]| [ gene or genome ]  |  [ gene or genome ]  | 11577 | 11577
referral | referral for | [C0034927] | [C2585524]| [ health care activity ]  |  [ health care activity ]  | 471954 | 471954
on foot | on foot | [C1561537] | [C1561537]| [ intellectual product ]  |  [ intellectual product ]  | 140418 | 140418
self | self management | [C1551994] | [C1716146]| [ intellectual product ]  |  [ clinical attribute ]  | 278954 | 278954
fundoscopy | fundoscopy | [C0029090] | [C0029090]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 167519 | 167519
emer | emer | [C0562508] | [C0562508]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 149895 | 149895
prone | prone | [C0033422] | [C0033422]| [ spatial concept ]  |  [ spatial concept ]  | 486769 | 486769
statistical analysis | statistical analysis | [C0871424] | [C0871424]| [ research activity ]  |  [ research activity ]  | 105662 | 105662
minimum | minimum | [C1524031, C1552614] | [C1524031, C1552614]| [ qualitative concept ]  ;  [ idea or concept ]  |  [ qualitative concept ]  ;  [ idea or concept ]  | 422185 | 422185
date | date | [C1547350, C1548309] | [C1547350, C1548309]| [ idea or concept ]  ;  [ idea or concept ]  |  [ idea or concept ]  ;  [ idea or concept ]  | 3363 | 3363
