Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
rr | rr | [C0231832] | [C0231832]| [ clinical attribute ]  |  [ clinical attribute ]  | 1425 | 1425
rs | rs | [C1418596, C1419764] | [C1418596, C1419764]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 471 | 471
conference | conference | [C0086047] | [C0086047]| [ human-caused phenomenon or process ]  |  [ human-caused phenomenon or process ]  | 22284 | 22284
activity | activity level | [C0441655] | [C0683317]| [ activity ]  |  [ finding ]  | 77883 | 77883
skeletal | skeletal | [C0521324] | [C0521324]| [ spatial concept ]  |  [ spatial concept ]  | 109585 | 109585
rw | rw | [C0035978] | [C0035978]| [ geographic area ]  |  [ geographic area ]  | 22999 | 22999
hematocrit | hematocrit | [C1542366] | [C1542366]| [ clinical attribute ]  |  [ clinical attribute ]  | 150915 | 150915
united states | united states | [C0041703] | [C0041703]| [ geographic area ]  |  [ geographic area ]  | 2045 | 2045
4 levels | 4 levels | [C0456950] | [C0456950]| [ classification ]  |  [ classification ]  | 26063 | 26063
seek | seek | [C5239649] | [C5239649]| [ intellectual product ]  |  [ intellectual product ]  | 179439 | 179439
sa | sa | [C1539696, C1825840] | [C1539696, C1825840]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 267 | 267
sc | sc | [C1292292, C1423697] | [C1292292, C1423697]| [ body system ]  ;  [ gene or genome ]  |  [ body system ]  ;  [ gene or genome ]  | 584 | 584
se | se | [C1414863] | [C1414863]| [ gene or genome ]  |  [ gene or genome ]  | 20 | 20
sf | sf | [C1366480, C1442521] | [C1366480, C1442521]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 23750 | 23750
sg | sg | [C0037173, C0152346] | [C0037173, C0152346]| [ geographic area ]  ;  [ body part, organ, or organ component ]  |  [ geographic area ]  ;  [ body part, organ, or organ component ]  | 12193 | 12193
variety | variety | [C1883525] | [C1883525]| [ conceptual entity ]  |  [ conceptual entity ]  | 62946 | 62946
sh | sh | [C0038108] | [C0038108]| [ geographic area ]  |  [ geographic area ]  | 427 | 427
sj | sj | [C2986905] | [C2986905]| [ idea or concept ]  |  [ idea or concept ]  | 122734 | 122734
sk | sk | [C1414057] | [C1414057]| [ gene or genome ]  |  [ gene or genome ]  | 2947 | 2947
sl | sl | [C2338991] | [C2338991]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 1861 | 1861
sm | sm | [C0228321] | [C0228321]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 4481 | 4481
email | email | [C1553519, C1705961] | [C1553519, C1705961]| [ functional concept ]  ;  [ intellectual product ]  |  [ functional concept ]  ;  [ intellectual product ]  | 131779 | 131779
sr | sr | [C1335851, C1430654] | [C1335851, C1430654]| [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  |  [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  | 2648 | 2648
ss | ss | [C1415374, C1420041] | [C1415374, C1420041]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 1704 | 1704
exported | exported | [C0699789] | [C0699789]| [ phenomenon or process ]  |  [ phenomenon or process ]  | 25073 | 25073
finger splints | finger splints | [C0726228] | [C0726228]| [ medical device ]  |  [ medical device ]  | 167030 | 167030
st | st | [C2330299] | [C2330299]| [ body location or region ]  |  [ body location or region ]  | 383 | 383
su | su | [C1705534] | [C1705534]| [ intellectual product ]  |  [ intellectual product ]  | 347 | 347
intern | intern | [C1144859] | [C1144859]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 76838 | 76838
sw | sw | [C1420193] | [C1420193]| [ gene or genome ]  |  [ gene or genome ]  | 18619 | 18619
decision | clinical decision making | [C0679006] | [C4042877]| [ mental process ]  |  [ diagnostic procedure ]  | 174357 | 174348
mg/day | mg/day | [C0439422] | [C0439422]| [ quantitative concept ]  |  [ quantitative concept ]  | 26858 | 26858
one | one year | [C0205447] | [C4082117]| [ quantitative concept ]  |  [ temporal concept ]  | 267514 | 267514
analyzed | analyzed | [C0936012] | [C0936012]| [ research activity ]  |  [ research activity ]  | 24489 | 24489
started | started | [C1272689] | [C1272689]| [ qualitative concept ]  |  [ qualitative concept ]  | 67443 | 67443
ta | ta | [C1705538] | [C1705538]| [ intellectual product ]  |  [ intellectual product ]  | 365 | 365
tb | tb exposure | [C1704474] | [C0149796]| [ quantitative concept ]  |  [ finding ]  | 57352 | 57352
i e | i e | [C0683454] | [C0683454]| [ intellectual product ]  |  [ intellectual product ]  | 164741 | 164741
single | single blind | [C1549113] | [C0242570]| [ finding ]  |  [ research activity ]  | 257936 | 257936
newly diagnosed | newly diagnosed | [C1518321] | [C1518321]| [ qualitative concept ]  |  [ qualitative concept ]  | 249775 | 249775
th | th | [C1420718] | [C1420718]| [ gene or genome ]  |  [ gene or genome ]  | 3 | 3
functional status | functional status | [C1315032] | [C1315032]| [ intellectual product ]  |  [ intellectual product ]  | 17998 | 17998
local level | local level | [C0683925] | [C0683925]| [ spatial concept ]  |  [ spatial concept ]  | 231648 | 231648
tj | tj | [C0039247] | [C0039247]| [ geographic area ]  |  [ geographic area ]  | 99339 | 99339
tk | tk | [C0220928] | [C0220928]| [ geographic area ]  |  [ geographic area ]  | 89760 | 89760
assist | assist | [C1269765] | [C1269765]| [ qualitative concept ]  |  [ qualitative concept ]  | 82433 | 82433
tm | tm | [C1705488] | [C1705488]| [ clinical attribute ]  |  [ clinical attribute ]  | 205 | 205
reviewed by | reviewed by | [C1709941] | [C1709941]| [ qualitative concept ]  |  [ qualitative concept ]  | 15512 | 15512
tr | tr | [C1366448, C1366449, C1420775, C1425351] | [C1366448, C1366449, C1420775, C1425351]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 201 | 201
green s | green s | [C0061890] | [C0061890]| [ organic chemical / indicator, reagent, or diagnostic aid ]  |  [ organic chemical / indicator, reagent, or diagnostic aid ]  | 90926 | 90926
regina | regina | [C1208162] | [C1208162]| [ reptile ]  |  [ reptile ]  | 86829 | 86829
tt | tt | [C0677634] | [C0677634]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 338 | 338
commercial | commercial product | [C0680536] | [C1547887]| [ intellectual product ]  |  [ manufactured object ]  | 1793 | 1793
joint | inflammatory joint disease | [C1269611] | [C0683381]| [ body space or junction ]  |  [ disease or syndrome ]  | 172198 | 172185
not specified | not specified | [C1518425, C1524083] | [C1518425, C1524083]| [ qualitative concept ]  ;  [ organism attribute ]  |  [ qualitative concept ]  ;  [ organism attribute ]  | 419947 | 419947
separate | separate | [C0443299] | [C0443299]| [ qualitative concept ]  |  [ qualitative concept ]  | 21932 | 21932
prospective longitudinal study | prospective longitudinal study | [C0033522] | [C0033522]| [ research activity ]  |  [ research activity ]  | 256353 | 256353
willing | willing | [C0600109] | [C0600109]| [ finding ]  |  [ finding ]  | 38687 | 38687
reactivation | reactivation | [C4086768] | [C4086768]| [ activity ]  |  [ activity ]  | 59443 | 59443
ua | ua | [C0442529] | [C0442529]| [ geographic area ]  |  [ geographic area ]  | 46 | 46
ui | ui | [C1421312] | [C1421312]| [ gene or genome ]  |  [ gene or genome ]  | 184 | 184
awareness | awareness | [C0004448] | [C0004448]| [ mental process ]  |  [ mental process ]  | 202205 | 202205
longevity | longevity | [C0023980] | [C0023980]| [ temporal concept ]  |  [ temporal concept ]  | 155811 | 155811
details | details | [C1522508] | [C1522508]| [ qualitative concept ]  |  [ qualitative concept ]  | 23810 | 23810
up | up to | [C1282910, C1282911, C1421363] | [C0547043]| [ spatial concept ]  ;  [ spatial concept ]  ;  [ gene or genome ]  |  [ spatial concept ]  | 12272 | 12272
us | us department of health and human services | [C0815353] | [C0041711]| [ body part, organ, or organ component ]  |  [ health care related organization ]  | 123657 | 123657
gastrointestinal symptoms | gastrointestinal symptoms | [C0426576] | [C0426576]| [ sign or symptom ]  |  [ sign or symptom ]  | 220061 | 220061
musculoskeletal ultrasound | musculoskeletal ultrasound | [C0845889] | [C0845889]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 255674 | 255674
ensure | ensure | [C0218063] | [C0218063]| [ food ]  |  [ food ]  | 23737 | 23737
usual | usual | [C3538928] | [C3538928]| [ qualitative concept ]  |  [ qualitative concept ]  | 25866 | 25866
this | this | [C1080058] | [C1080058]| [ eukaryote ]  |  [ eukaryote ]  | 1018 | 1018
aid sleep | aid sleep | [C0718303] | [C0718303]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 222493 | 222493
vc | vc | [C1443022] | [C1443022]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 87 | 87
gastrointestinal | gastrointestinal symptoms | [C1314977, C1333803] | [C0426576]| [ intellectual product ]  ;  [ finding ]  |  [ sign or symptom ]  | 220061 | 220061
vi | vi | [C1706398] | [C1706398]| [ quantitative concept ]  |  [ quantitative concept ]  | 238 | 238
alopecia | alopecia | [C1559115] | [C1559115]| [ finding ]  |  [ finding ]  | 146723 | 146723
aromatherapy | aromatherapy | [C1879737] | [C1879737]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 223950 | 223950
failure | failure | [C0680095] | [C0680095]| [ individual behavior ]  |  [ individual behavior ]  | 5390 | 5390
vm | vm | [C0280991] | [C0280991]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 24074 | 24074
vp | vp | [C1418819] | [C1418819]| [ gene or genome ]  |  [ gene or genome ]  | 71470 | 71470
national health service | national health service | [C0027462] | [C0027462]| [ health care activity ]  |  [ health care activity ]  | 228332 | 228332
suboptimal | suboptimal | [C2984009] | [C2984009]| [ qualitative concept ]  |  [ qualitative concept ]  | 92747 | 92747
support | support network | [C1171411, C1317973] | [C3858656]| [ organic chemical / pharmacologic substance / vitamin ]  ;  [ clinical attribute ]  |  [ functional concept ]  | 230427 | 230427
yearly | yearly | [C0439508] | [C0439508]| [ temporal concept ]  |  [ temporal concept ]  | 149446 | 149446
pharmacologic | pharmacologic | [C0205464] | [C0205464]| [ functional concept ]  |  [ functional concept ]  | 4247 | 4247
changed | changed | [C0443172] | [C0443172]| [ quantitative concept ]  |  [ quantitative concept ]  | 447118 | 447118
questionnaire | questionnaire | [C0034394] | [C0034394]| [ intellectual product ]  |  [ intellectual product ]  | 18259 | 18259
coll | coll | [C3272373] | [C3272373]| [ intellectual product ]  |  [ intellectual product ]  | 105 | 105
medicines | medicines | [C0013227] | [C0013227]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 225357 | 225357
alexander technique | alexander technique | [C0597812] | [C0597812]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 223929 | 223929
clinical examination | clinical examination | [C0031809] | [C0031809]| [ health care activity ]  |  [ health care activity ]  | 206025 | 206025
changes | changes | [C0443172] | [C0443172]| [ quantitative concept ]  |  [ quantitative concept ]  | 135679 | 135679
cold | cold | [C0719425] | [C0719425]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 236974 | 236974
wc | wc | [C0013123] | [C0013123]| [ organism function ]  |  [ organism function ]  | 111742 | 111742
life | life events | [C1522684] | [C0557155]| [ diagnostic procedure ]  |  [ organism attribute ]  | 275267 | 275267
wk | wk | [C0439230] | [C0439230]| [ temporal concept ]  |  [ temporal concept ]  | 88762 | 88762
examination | examination | [C0582103] | [C0582103]| [ health care activity ]  |  [ health care activity ]  | 119648 | 119648
gas | gas | [C1414950, C1439341] | [C1414950, C1439341]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 62476 | 62476
hcv infection | hcv infection | [C0019196] | [C0019196]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 62847 | 62847
is a | is a | [C1292718] | [C1292718]| [ functional concept ]  |  [ functional concept ]  | 1680 | 1680
ws | ws | [C1414382] | [C1414382]| [ gene or genome ]  |  [ gene or genome ]  | 1901 | 1901
ww | ww | [C1861696] | [C1861696]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 7802 | 7802
wy | wy | [C0043287] | [C0043287]| [ geographic area ]  |  [ geographic area ]  | 120192 | 120192
hbv dna | hbv dna | [C3641250] | [C3641250]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 21037 | 21037
cases | cases | [C0868928] | [C0868928]| [ functional concept ]  |  [ functional concept ]  | 17733 | 17733
previous | previous | [C1552607] | [C1552607]| [ temporal concept ]  |  [ temporal concept ]  | 12701 | 12701
wide | wide | [C0332464] | [C0332464]| [ spatial concept ]  |  [ spatial concept ]  | 25839 | 25839
org | org | [C1522486] | [C1522486]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 3658 | 3658
aminotransferase | aminotransferase | [C1152208] | [C1152208]| [ molecular function ]  |  [ molecular function ]  | 27321 | 27321
concomitant | concomitant | [C0521115] | [C0521115]| [ temporal concept ]  |  [ temporal concept ]  | 61139 | 61139
reimbursement rates | reimbursement rates | [C0554896] | [C0554896]| [ health care activity ]  |  [ health care activity ]  | 144633 | 144633
superior | superior | [C1282910] | [C1282910]| [ spatial concept ]  |  [ spatial concept ]  | 42535 | 42535
premature | premature atherosclerosis | [C0205252] | [C4021654]| [ qualitative concept ]  |  [ pathologic function ]  | 139168 | 139168
guideline recommendation | guideline recommendation | [C0681471] | [C0681471]| [ intellectual product ]  |  [ intellectual product ]  | 175942 | 175942
older adults | older adults | [C0001792] | [C0001792]| [ population group ]  |  [ population group ]  | 268649 | 268649
steroids | steroids | [C0038317] | [C0038317]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 99133 | 99133
state of the art review | state of the art review | [C0038199] | [C0038199]| [ intellectual product ]  |  [ intellectual product ]  | 255705 | 255705
number of patients | number of patients | [C2360800] | [C2360800]| [ finding ]  |  [ finding ]  | 194877 | 194877
xu | xu | [C3846574] | [C3846574]| [ geographic area ]  |  [ geographic area ]  | 100667 | 100667
swollen joint count | swollen joint count | [C0451521] | [C0451521]| [ intellectual product ]  |  [ intellectual product ]  | 20120 | 20120
software | software | [C0037585] | [C0037585]| [ manufactured object / intellectual product ]  |  [ manufactured object / intellectual product ]  | 23038 | 23038
rheumatoid arthritis disease activity | rheumatoid arthritis disease activity | [C3871171] | [C3871171]| [ clinical attribute ]  |  [ clinical attribute ]  | 36467 | 36467
as required | as required | [C0558288] | [C0558288]| [ temporal concept ]  |  [ temporal concept ]  | 86381 | 86381
medical therapy | medical therapy | [C2069680] | [C2069680]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 168075 | 168075
type | type 2 diabetes | [C1420009] | [C0011860]| [ gene or genome ]  |  [ disease or syndrome ]  | 178043 | 178043
april | april | [C1332090, C1420815] | [C1332090, C1420815]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 257253 | 257253
beyond | beyond | [C4726539] | [C4726539]| [ qualitative concept ]  |  [ qualitative concept ]  | 37582 | 37582
yg | yg | [C1883582] | [C1883582]| [ quantitative concept ]  |  [ quantitative concept ]  | 118290 | 118290
therapeutic | therapeutic interventions | [C0723712] | [C0808232]| [ organic chemical / pharmacologic substance ]  |  [ therapeutic or preventive procedure ]  | 179475 | 179475
